================ Training Loss (Sun Apr  5 15:45:58 2020) ================
(epoch: 1, iters: 100, time: 0.230, data: 0.852) D_A: 0.241 G_A: 0.289 cycle_A: 1.540 idt_A: 0.538 D_B: 0.401 G_B: 0.464 cycle_B: 1.093 idt_B: 0.712 
(epoch: 1, iters: 200, time: 0.225, data: 0.001) D_A: 0.134 G_A: 0.491 cycle_A: 1.125 idt_A: 0.489 D_B: 0.371 G_B: 0.593 cycle_B: 0.954 idt_B: 0.612 
(epoch: 1, iters: 300, time: 0.222, data: 0.001) D_A: 0.196 G_A: 0.555 cycle_A: 1.369 idt_A: 0.428 D_B: 0.262 G_B: 0.384 cycle_B: 1.104 idt_B: 0.526 
(epoch: 1, iters: 400, time: 0.502, data: 0.001) D_A: 0.294 G_A: 0.660 cycle_A: 2.761 idt_A: 0.496 D_B: 0.194 G_B: 0.563 cycle_B: 1.027 idt_B: 1.478 
(epoch: 1, iters: 500, time: 0.221, data: 0.002) D_A: 0.392 G_A: 0.495 cycle_A: 1.684 idt_A: 0.737 D_B: 0.336 G_B: 0.300 cycle_B: 1.595 idt_B: 0.699 
(epoch: 1, iters: 600, time: 0.221, data: 0.002) D_A: 0.581 G_A: 0.063 cycle_A: 1.414 idt_A: 0.670 D_B: 0.299 G_B: 0.230 cycle_B: 1.464 idt_B: 0.718 
(epoch: 1, iters: 700, time: 0.225, data: 0.002) D_A: 0.352 G_A: 0.435 cycle_A: 1.317 idt_A: 0.570 D_B: 0.313 G_B: 0.236 cycle_B: 1.378 idt_B: 0.573 
(epoch: 1, iters: 800, time: 0.318, data: 0.001) D_A: 0.132 G_A: 0.261 cycle_A: 1.874 idt_A: 0.417 D_B: 0.199 G_B: 0.449 cycle_B: 1.000 idt_B: 0.700 
(epoch: 1, iters: 900, time: 0.223, data: 0.002) D_A: 0.139 G_A: 0.130 cycle_A: 1.474 idt_A: 0.583 D_B: 0.332 G_B: 0.371 cycle_B: 1.122 idt_B: 0.584 
(epoch: 1, iters: 1000, time: 0.220, data: 0.002) D_A: 0.414 G_A: 0.595 cycle_A: 2.305 idt_A: 0.445 D_B: 0.201 G_B: 0.334 cycle_B: 0.878 idt_B: 1.094 
(epoch: 1, iters: 1100, time: 0.223, data: 0.002) D_A: 0.413 G_A: 0.947 cycle_A: 1.060 idt_A: 0.403 D_B: 0.226 G_B: 0.627 cycle_B: 0.891 idt_B: 0.493 
